Voyage date,Vessel name,Vessel master,Vessel cargo,Port of origin,Destination port,Voyage type
1859-05-11,Constitution,A. B. Gove,,Port Townsend,Victoria,Outbound
1859-05-12,R. B. Potter,W. J. Norwood,,Port Townsend,Victoria,Outbound
1859-05-13,Alert,Bian,,Victoria,Port Townsend,Inbound
1859-05-13,Amelia,Thornton,,Victoria,Port Townsend,Inbound
1859-05-13,Constitution,A. B. Gove,,Victoria,Port Townsend,Inbound
1859-05-13,Reporter,Elger,,Victoria,Port Townsend,Inbound
1859-05-13,Elizabeth,Melvin,,Victoria,Port Townsend,Inbound
1859-05-13,Francis Helen,Ray,,Port Townsend,San Francisco,Outbound
1859-05-14,Lancaster,E. Small,,Port Townsend,San Francisco,Outbound
1859-05-14,Get Up and Get,Hoxie,,Port Townsend,Victoria,Outbound
1859-05-14,Rob Roy,Alex McLean,,Port Townsend,Victoria,Outbound
1859-05-15,D. L. Clinch,Bunker,,Victoria,Port Townsend,Inbound
1859-05-16,Leonede,Charles T. Allen,,Victoria,Port Townsend,Inbound
1859-05-16,Nevada,McNeil,,Victoria,Port Townsend,Inbound
1859-05-16,W. D. Rice,Diggs,,Victoria,Port Townsend,Inbound
1859-05-16,Colonel Ebey,Bartlett,,Port Townsend,Victoria,Outbound
1859-05-17,J. C. Caswell,Taylor,,Victoria,Port Townsend,Inbound
1859-05-17,Colonist,Coupe,,Victoria,Port Townsend,Inbound
1859-05-17,Jenny Ford,Morre,,Port Townsend,Honolulu,Outbound
1859-05-18,Midnight Cry,Blake,,Victoria,Port Townsend,Inbound
1859-05-18,Torrent,Gove,,Port Townsend,Hong Kong,Outbound
1859-05-18,Amelia,Thornton,,Port Townsend,Victoria,Outbound
1859-05-18,Constitution,A. B. Gove,,Port Townsend,Victoria,Outbound
1859-05-18,Caroline,James Jones,,Port Townsend,Victoria,Outbound
1859-05-18,Nevada,McNeil,,Port Townsend,Victoria,Outbound
1859-05-18,Leonede,Howard,,Port Townsend,San Francisco,Outbound
1859-05-19,J. C. Caswell,Taylor,,Victoria,Port Townsend,Inbound
1859-05-19,Reporter,Elger,,Port Townsend,Victoria,Outbound
1859-05-20,Constitution,A. B. Gove,,Victoria,Port Townsend,Inbound
1859-05-20,Matilda Heron,Brooks,,Victoria,Port Townsend,Inbound
1859-05-21,J. C. Caswell,Taylor,,Victoria,Port Townsend,Inbound
1859-05-23,J. C. Caswell,Taylor,,Port Townsend,Victoria,Outbound
1859-05-24,Northerner,C. C. Dall,,San Francisco,Port Townsend,Inbound
1859-05-24,Alert,Bean,,Port Townsend,San Francisco,Outbound
1859-05-25,Eclipse,E. Barrington,,Victoria,Port Townsend,Inbound
1859-05-25,Colonel Ebey,Bartlett,,Victoria,Port Townsend,Inbound
1859-05-25,Amelia,Thornton,,Victoria,Port Townsend,Inbound
1859-05-25,Caroline,James Jones,,Victoria,Port Townsend,Inbound
1859-05-25,Jessie,Matherson,,Victoria,Port Townsend,Inbound
1859-05-25,Ranger No. 2,Hill,,Port Townsend,Victoria,Outbound
1859-05-25,D. L. Clinch,Bunker,,Port Townsend,San Francisco,Outbound
1859-05-26,Leonede,Charles T. Allen,,Victoria,Port Townsend,Inbound
1859-05-26,Wild Pigeon,Saunders,,Port Townsend,Victoria,Outbound
1859-05-26,Colonist,Coupe,,Port Townsend,Victoria,Outbound
1859-05-26,May Flower,S. J. Raymond,,Port Townsend,San Francisco,Outbound
1859-05-27,Koloa,Pomroy,,Port Townsend,San Francisco,Outbound
1859-05-28,Ranger No. 2,Hill,,Victoria,Port Townsend,Inbound
1859-05-28,Harriet,Coffin,,Victoria,Port Townsend,Inbound
1859-05-28,Wilson G. Hunt,M. Burns,,Victoria,Port Townsend,Inbound
1859-05-28,Mathilda Heron,Brooks,,Port Townsend,Victoria,Outbound
1859-05-29,Flying Mist,Berry,,Port Townsend,Victoria,Outbound
1859-05-30,C. S. Kidder,Sepai/Sepia/Sepa/Sessa/Lessie/Lissa/Tessa/Jessa,,Victoria,Port Townsend,Inbound
1859-05-30,Morning Glory,Hobbs,,Port Townsend,Callao,Outbound
1859-05-31,Wild Duck,Wolf,,Victoria,Port Townsend,Inbound
1859-05-31,Mary F. Slade,Crowell,,San Francisco,Port Townsend,Inbound
1859-05-31,Georges,Slater,,San Francisco,Port Townsend,Inbound
1859-05-31,Constitution,A. B. Gove,,Port Townsend,Victoria,Outbound
1859-06-01,J. C. Caswell,Taylor,,Victoria,Port Townsend,Inbound
1859-06-02,Caroline,James Jones,,Victoria,Port Townsend,Inbound
1859-06-02,Tornado,Keller,,Port Townsend,San Francisco,Outbound
1859-06-02,Wilson G. Hunt,A. M. Burns,,Port Townsend,Victoria,Outbound
1859-06-02,Ocean Wave,Elbertch / Elbrich / Elbrenth / Albert / Gilbert / Elbuch,,Port Townsend,Victoria,Outbound
1859-06-02,J. C. Caswell,Taylor,,Port Townsend,Victoria,Outbound
1859-06-03,Constitution,A. B. Gove,,Victoria,Port Townsend,Inbound
1859-06-03,Flying Mist,Berry,,Victoria,Port Townsend,Inbound
1859-06-03,Colonist,Coupe,,Victoria,Port Townsend,Inbound
1859-06-03,Leonede,Charles T. Allen,,Victoria,Port Townsend,Inbound
1859-06-03,J. C. Caswell,Taylor,,Victoria,Port Townsend,Inbound
1859-06-04,Matilda Heron,Brooks,,Victoria,Port Townsend,Inbound
1859-06-04,Janett,Baldwin,,Victoria,Port Townsend,Inbound
1859-06-04,Kossuth,Foster,,Port Townsend,Victoria,Outbound
1859-06-04,Amelia,Thornton,,Port Townsend,Victoria,Outbound
1859-06-04,W. D. Rice,Diggs,,Port Townsend,San Francisco,Outbound
1859-06-05,Wilson G. Hunt,M. Burns,,Victoria,Port Townsend,Inbound
1859-06-05,Jessie,Matherson,,Victoria,Port Townsend,Inbound
1859-06-06,Ocean Wave,Elbertch / Elbrich / Elbrenth / Albert / Gilbert / Elbuch,,Victoria,Port Townsend,Inbound
1859-06-06,Wild Pigeon,Saunders,,Victoria,Port Townsend,Inbound
1859-06-06,Caroline,James Jones,,Port Townsend,Victoria,Outbound
1859-06-07,Harriet,Coffin,,Victoria,Port Townsend,Inbound
1859-06-07,Ida,Mayland,,San Francisco,Port Townsend,Inbound
1859-06-07,Amelia,Thornton,,Victoria,Port Townsend,Inbound
1859-06-07,Wilson G. Hunt,A. M. Burns,,Port Townsend,Victoria,Outbound
1859-06-07,Glympse,Dayton,,Port Townsend,San Francisco,Outbound
1859-06-07,Wilson G. Hunt,A. M. Burns,,Port Townsend,Victoria,Outbound
1859-06-08,Franklin Sherman,Whitford,,Victoria,Port Townsend,Inbound
1859-06-08,Kossuth,Foster,,Victoria,Port Townsend,Inbound
1859-06-08,Reporter,Elger,,Port Townsend,Victoria,Outbound
1859-06-09,H. C. Page,Oberg,,Victoria,Port Townsend,Inbound
1859-06-09,Caroline,James Jones,,Victoria,Port Townsend,Inbound
1859-06-09,Wilson G. Hunt,M. Burns,,Victoria,Port Townsend,Inbound
1859-06-09,White Squall,Launens/Laurens,,Victoria,Port Townsend,Inbound
1859-06-09,Wild Pigeon,Saunders,,Port Townsend,Victoria,Outbound
1859-06-10,Reporter,Elger,,Victoria,Port Townsend,Inbound
1859-06-10,Amelia,Thornton,,Port Townsend,Victoria,Outbound
1859-06-10,Mathilda Heron,Brooks,,Port Townsend,Victoria,Outbound
1859-06-10,Ranger No. 2,Hill,,Port Townsend,Victoria,Outbound
1859-06-10,Panama,William Dall,,Port Townsend,Victoria,Outbound
1859-06-11,J. C. Caswell,Taylor,,Victoria,Port Townsend,Inbound
1859-06-11,Get Up and Get,Newhouse,,Victoria,Port Townsend,Inbound
1859-06-11,Get Up and Get,Hoxie,,Port Townsend,Victoria,Outbound
1859-06-11,Harriet,Coffin,,Port Townsend,Victoria,Outbound
1859-06-13,H. C. Page,Oberg,,Port Townsend,Victoria,Outbound
1859-06-13,Colonist,Coupe,,Port Townsend,Victoria,Outbound
1859-06-13,Reporter,Elger,,Port Townsend,Victoria,Outbound
1859-06-13,Caroline,James Jones,,Port Townsend,Victoria,Outbound
1859-06-14,Joseph Hewitt,Baker,,Victoria,Port Townsend,Inbound
1859-06-14,Ranger No. 2,Hill,,Victoria,Port Townsend,Inbound
1859-06-14,Jessie,Matherson,,Victoria,Port Townsend,Inbound
1859-06-14,Wilson G. Hunt,Barns,,Victoria,Port Townsend,Inbound
1859-06-14,Arcadia,Lamb,,San Francisco,Port Townsend,Inbound
1859-06-14,Page,J. F. Moneked/Morehouse/Morhouse,,Port Townsend,San Francisco,Outbound
1859-06-14,Jessie,Matherson,,Port Townsend,Victoria,Outbound
1859-06-14,White Squall,Launens/Laurens/Lawrence,,Port Townsend,Victoria,Outbound
1859-06-14,Joseph Hewitt,Baker,,Port Townsend,Victoria,Outbound
1859-06-14,J. C. Caswell,Cosgrove,,Port Townsend,Victoria,Outbound
1859-06-14,Wilson G. Hunt,A. M. Burns,,Port Townsend,Victoria,Outbound
1859-06-14,Leonede,Charles T. Allen,,Port Townsend,Victoria,Outbound
1859-06-15,Simon F. Blunt,Haynes,,San Francisco,Port Townsend,Inbound
1859-06-15,Amelia,Thornton,,Victoria,Port Townsend,Inbound
1859-06-15,Caroline,James Jones,,Victoria,Port Townsend,Inbound
1859-06-15,Kossuth,Foster,,Port Townsend,Victoria,Outbound
1859-06-15,C. S. Kidder,Stowell,,Port Townsend,Victoria,Outbound
1859-06-15,Speck,Carter,,Port Townsend,Victoria,Outbound
1859-06-15,Orestus,Mason,,Port Townsend,Melbourne,Outbound
1859-06-18,Leonede,Charles T. Allen,,Victoria,Port Townsend,Inbound
1859-06-18,C. S. Kidder,Sepai/Sepia/Sepa/Sessa/Lessie/Lissa/Tessa/Jessa,,Victoria,Port Townsend,Inbound
1859-06-18,J. C. Caswell,Taylor,,Victoria,Port Townsend,Inbound
1859-06-18,Georges,Slater,,Port Townsend,San Francisco,Outbound
1859-06-18,Ocean Wave,Elbertch / Elbrich / Elbrenth / Albert / Gilbert / Elbuch,,Port Townsend,Victoria,Outbound
1859-06-18,Leonede,Charles T. Allen,,Port Townsend,Victoria,Outbound
1859-06-20,Speck,Carter,,Victoria,Port Townsend,Inbound
1859-06-20,Wild Pigeon,Saunders,,Victoria,Port Townsend,Inbound
1859-06-20,Kossuth,Foster,,Victoria,Port Townsend,Inbound
1859-06-20,Jessie,Matherson,,Victoria,Port Townsend,Inbound
1859-06-20,Joseph Hewitt,Baker,,Victoria,Port Townsend,Inbound
1859-06-20,Matilda Heron,Brooks,,Victoria,Port Townsend,Inbound
1859-06-20,Crest of the Wave,Colley,,San Francisco,Port Townsend,Inbound
1859-06-20,Ocean Wave,Elbertch / Elbrich / Elbrenth / Albert / Gilbert / Elbuch,,Victoria,Port Townsend,Inbound
1859-06-20,Elizabeth,Melvin,,Port Townsend,Victoria,Outbound
1859-06-20,Mary F. Slade,Crowell,,Port Townsend,San Francisco,Outbound
1859-06-21,Harriet,Coffin,,Victoria,Port Townsend,Inbound
1859-06-21,H. C. Page,Oberg,,Victoria,Port Townsend,Inbound
1859-06-21,Eclipse,Edward Barrington,,Port Townsend,Victoria,Outbound
1859-06-21,Caroline,James Jones,,Port Townsend,Victoria,Outbound
1859-06-21,Jessie,Matherson,,Port Townsend,Victoria,Outbound
1859-06-21,Wilson G. Hunt,A. M. Burns,,Port Townsend,Victoria,Outbound
1859-06-22,Caroline,James Jones,,Victoria,Port Townsend,Inbound
1859-06-22,Kossuth,Foster,,Port Townsend,Victoria,Outbound
1859-06-22,Harriet,Coffin,,Port Townsend,Victoria,Outbound
1859-06-23,Wilson G. Hunt,M. Burns,,Victoria,Port Townsend,Inbound
1859-06-23,Maria,Walker,,Victoria,Port Townsend,Inbound
1859-06-23,Wilson G. Hunt,A. M. Burns,,Port Townsend,Victoria,Outbound
1859-06-24,Eliza Anderson,Wells,,Victoria,Port Townsend,Inbound
1859-06-24,Koloa,Pomroy,,San Francisco,Port Townsend,Inbound
1859-06-24,Eliza Anderson,Wells,,Port Townsend,Victoria,Outbound
1859-06-25,Panama,W. L. Dall,,San Francisco,Port Townsend,Inbound
1859-06-25,Jessie,Matherson,,Victoria,Port Townsend,Inbound
1859-06-25,Mathilda Heron,Brooks,,Port Townsend,Victoria,Outbound
1859-06-25,S. Sherman,Whitfion,,Port Townsend,Victoria,Outbound
1859-06-25,Panama,William Dall,,Port Townsend,Victoria,Outbound
1859-06-25,Wild Pigeon,Saunders,,Port Townsend,Victoria,Outbound
1859-06-26,Eclipse,E. Barrington,,Victoria,Port Townsend,Inbound
1859-06-27,Harriet,Coffin,,Victoria,Port Townsend,Inbound
1859-06-27,Elizabeth,Melvin,,Victoria,Port Townsend,Inbound
1859-06-27,Acadia,Lamb,,Port Townsend,San Francisco,Outbound
1859-06-27,Joseph Hewitt,Baker,,Port Townsend,Victoria,Outbound
1859-06-28,Speck,Carter,,Victoria,Port Townsend,Inbound
1859-06-28,J. C. Caswell,Taylor,,Victoria,Port Townsend,Inbound
1859-06-29,Caroline,James Jones,,Victoria,Port Townsend,Inbound
1859-06-29,Joseph Hewitt,Baker,,Victoria,Port Townsend,Inbound
1859-06-29,Kossuth,Foster,,Victoria,Port Townsend,Inbound
1859-06-29,Wilson G. Hunt,M. Burns,,Victoria,Port Townsend,Inbound
1859-06-30,Beaver,Lewis,,Victoria,Port Townsend,Inbound
1859-06-30,Wild Pigeon,Saunders,,Victoria,Port Townsend,Inbound
1859-06-30,Ocean Wave,Elbertch / Elbrich / Elbrenth / Albert / Gilbert / Elbuch,,Victoria,Port Townsend,Inbound
1859-06-30,Jessie,Matherson,,Victoria,Port Townsend,Inbound
1859-06-30,Selton/Tilton/Sreton/Triton,Wilson,,San Francisco,Port Townsend,Inbound
1859-06-30,Eclipse,Edward Barrington,,Port Townsend,Victoria,Outbound
1859-06-30,Wilson G. Hunt,A. M. Burns,,Port Townsend,Victoria,Outbound
1859-07-01,Calsai/Caesar,Sturges,,Victoria,Port Townsend,Inbound
1859-07-02,Eliza Anderson,Wells,,Victoria,Port Townsend,Inbound
1859-07-02,Amelia,Thornton,,Victoria,Port Townsend,Inbound
1859-07-02,Julia,Clark,,Astoria,Port Townsend,Inbound
1859-07-02,Wilson G. Hunt,A. M. Burns,,Port Townsend,Victoria,Outbound
1859-07-02,Beaver,Lewis,,Port Townsend,Victoria,Outbound
1859-07-02,Simon F. Blunt,Haynes,,Port Townsend,Victoria,Outbound
1859-07-04,Wilson G. Hunt,M. Burns,,Victoria,Port Townsend,Inbound
1859-07-04,Ida,Mayland,,Port Townsend,Callao,Outbound
1859-07-04,Harriet,Coffin,,Port Townsend,Victoria,Outbound
1859-07-05,J. C. Caswell,Taylor,,Victoria,Port Townsend,Inbound
1859-07-05,Caroline,James Jones,,Port Townsend,Victoria,Outbound
1859-07-05,Carrie Leland,Smith,,Port Townsend,San Francisco,Outbound
1859-07-05,Surprise,Brown,,Port Townsend,Victoria,Outbound
1859-07-06,Eliza and Ella,Land,,Victoria,Port Townsend,Inbound
1859-07-07,Eclipse,E. Barrington,,Victoria,Port Townsend,Inbound
1859-07-07,Midnight,Buck,,San Francisco,Port Townsend,Inbound
1859-07-07,Jessie,Matherson,,Victoria,Port Townsend,Inbound
1859-07-07,Wilson G. Hunt,M. Burns,,Victoria,Port Townsend,Inbound
1859-07-07,Caroline,James Jones,,Victoria,Port Townsend,Inbound
1859-07-09,Eliza Anderson,Wells,,Victoria,Port Townsend,Inbound
1859-07-09,Midnight Cry,Boyling,,Victoria,Port Townsend,Inbound
1859-07-09,Star of South,Roberts,,Victoria,Port Townsend,Inbound
1859-07-09,J. C. Caswell,Taylor,,Victoria,Port Townsend,Inbound
1859-07-09,H. C. Page,Berry,,Victoria,Port Townsend,Inbound
1859-07-09,Rob Roy,Alex McLean,,Queensborough,Port Townsend,Inbound
1859-07-09,Amelia,Thornton,,Port Townsend,Victoria,Outbound
1859-07-09,Get Up and Get,Hoxie,,Port Townsend,Victoria,Outbound
1859-07-09,H. C. Page,Oberg,,Port Townsend,Victoria,Outbound
1859-07-09,Hewitt,Baker,,Port Townsend,Victoria,Outbound
1859-07-09,Jessie,Matherson,,Port Townsend,Victoria,Outbound
1859-07-09,Northerner,C. C. Dall,,Port Townsend,Victoria,Outbound
1859-07-09,Lizzie Roberts,Taylor,,Port Townsend,,Outbound
1859-07-10,Northerner,C. C. Dall,,San Francisco,Port Townsend,Inbound
1859-07-11,Speck,Lawson,,Victoria,Port Townsend,Inbound
1859-07-12,C. S. Kidder,Sepai/Sepia/Sepa/Sessa/Lessie/Lissa/Tessa/Jessa,,Victoria,Port Townsend,Inbound
1859-07-12,Leonesa,Edward Howard,,Victoria,Port Townsend,Inbound
1859-07-13,Julia,Clark,,Victoria,Port Townsend,Inbound
1859-07-13,Joseph Hewitt,Baker,,Victoria,Port Townsend,Inbound
1859-07-13,Get Up and Get,Hofie/Hoxie / Hodie / Hoxey,,Victoria,Port Townsend,Inbound
1859-07-13,Franklin Sherman,Whitford,,Victoria,Port Townsend,Inbound
1859-07-13,Harriet,Coffin,,Victoria,Port Townsend,Inbound
1859-07-13,Leonesa,Edward Howard,,Victoria,Port Townsend,Inbound
1859-07-13,Leonesa,Howard,,Port Townsend,San Francisco,Outbound
1859-07-14,Surprise,Brown,,Victoria,Port Townsend,Inbound
1859-07-14,Rob Roy,Alex McLean,,Victoria,Port Townsend,Inbound
1859-07-14,Simon F. Blunt,Haynes,,Victoria,Port Townsend,Inbound
1859-07-14,Caroline,James Jones,,Victoria,Port Townsend,Inbound
1859-07-14,Rob Roy,Alex McLean,,Port Townsend,Queensborough,Outbound
1859-07-16,Ocean Wave,Elbertch / Elbrich / Elbrenth / Albert / Gilbert / Elbuch,,Victoria,Port Townsend,Inbound
1859-07-16,Wild Pigeon,Saunders,,Victoria,Port Townsend,Inbound
1859-07-16,Crest of the Wave,Colly,,Port Townsend,Victoria,Outbound
1859-07-16,Wilson G. Hunt,A. M. Burns,,Port Townsend,Victoria,Outbound
1859-07-16,Julia,Clark,,Port Townsend,Victoria,Outbound
1859-07-17,Amelia,Thornton,,Victoria,Port Townsend,Inbound
1859-07-18,Franklin Sherman,Whitford,,Victoria,Port Townsend,Inbound
1859-07-18,General Harney,Henry Roeder,,Victoria,Port Townsend,Inbound
1859-07-18,Tornado,Keller,,San Francisco,Port Townsend,Inbound
1859-07-20,Eclipse,E. Barrington,,Victoria,Port Townsend,Inbound
1859-07-20,Harriet,Coffin,,Victoria,Port Townsend,Inbound
1859-07-20,Julia,Clark,,Victoria,Port Townsend,Inbound
1859-07-20,May Flower,S. J. / S. S. Raymond,,San Francisco,Port Townsend,Inbound
1859-07-21,Speck,Carter,,Port Townsend,Victoria,Outbound
1859-07-21,Amelia,Thornton,,Port Townsend,Victoria,Outbound
1859-07-22,H. C. Page,Oberg,,Victoria,Port Townsend,Inbound
1859-07-22,Carrie Leland,Smith,,San Francisco,Port Townsend,Inbound
1859-07-22,Caroline,James Jones,,Port Townsend,Victoria,Outbound
1859-07-23,Glympse,Dayton,,San Francisco,Port Townsend,Inbound
1859-07-23,Wild Pigeon,Saunders,,Port Townsend,Victoria,Outbound
1859-07-23,Jessie,Matherson,,Port Townsend,Victoria,Outbound
1859-07-23,F. Sherman,Whitfield,,Port Townsend,Victoria,Outbound
1859-07-24,Lizzie Jarvis ,Taylor,,Queensborough,Port Townsend,Inbound
1859-07-24,Ork,Trask,,San Francisco,Port Townsend,Inbound
1859-07-25,Northerner,C. C. Dall,,San Francisco,Port Townsend,Inbound
1859-07-25,Simon F. Blunt,Haynes,,Port Townsend,San Francisco,Outbound
1859-07-25,Ork,A. Y. Trask,,Port Townsend,San Francisco,Outbound
1859-07-25,Speck,Carter,,Port Townsend,Victoria,Outbound
1859-07-26,Northerner,C. C. Dall,,Port Townsend,Victoria,Outbound
1859-07-27,Henry Ford,,,Honolulu,Port Townsend,Inbound
1859-07-27,Beaver,C. H. / C. A. Houston,,Victoria,Port Townsend,Inbound
1859-07-27,J. C. Caswell,Taylor,,Port Townsend,Victoria,Outbound
1859-07-27,Ocean Wave,Elbertch / Elbrich / Elbrenth / Albert / Gilbert / Elbuch,,Port Townsend,Victoria,Outbound
1859-07-27,Joseph Hewitt,Baker,,Port Townsend,Victoria,Outbound
1859-07-27,Otter,William Alexander Mouat,,Port Townsend,Victoria,Outbound
1859-07-28,Amelia,Thornton,,Port Townsend,Victoria,Outbound
1859-07-28,Colonel Ebey,Bartlett,,Port Townsend,Victoria,Outbound
1859-07-29,Joseph Hewitt,,,Victoria,Port Townsend,Inbound
1859-07-29,Clara Reacis/Clara Rivers,Fraysir,,Port Townsend,Victoria,Outbound
1859-07-29,Bridge River,Mone,,Port Townsend,Victoria,Outbound
1859-07-29,May/Mary,Rablau,,Port Townsend,Victoria,Outbound
1859-07-29,Elizabeth,Melvin,,Port Townsend,Victoria,Outbound
1859-07-29,Harriet,Coffin,,Port Townsend,Victoria,Outbound
1859-07-29,Tornado,Keller,,Port Townsend,San Francisco,Outbound
1859-07-30,Ocean Wave,,,Victoria,Port Townsend,Inbound
1859-08-01,Eclipse,Edward Barrington,,Port Townsend,Victoria,Outbound
1859-08-02,Enterprise,Church,,Port Townsend,Victoria,Outbound
1859-08-02,Selton/Tilton/Sreton/Triton,Neilsen/Wilson,,Port Townsend,Callao,Outbound
1859-08-02,Julia,Bushnell,,Port Townsend,Victoria,Outbound
1859-08-02,Eliza and Ella,Land,,Port Townsend,Honolulu,Outbound
1859-08-03,J. C. Caswell,Taylor,,Victoria,Port Townsend,Inbound
1859-08-03,Enterprise,Oberg / Obelg / Church,,Victoria,Port Townsend,Inbound
1859-08-03,Colonist,Coupe,,Victoria,Port Townsend,Inbound
1859-08-03,Caroline,James Jones,,Victoria,Port Townsend,Inbound
1859-08-03,Ocean Wave,Elbertch / Elbrich / Elbrenth / Albert / Gilbert / Elbuch,,Victoria,Port Townsend,Inbound
1859-08-03,Reporter,Elgen,,Port Townsend,Victoria,Outbound
1859-08-03,Ocean Wave,Elbertch / Elbrich / Elbrenth / Albert / Gilbert / Elbuch,,Port Townsend,Victoria,Outbound
1859-08-04,Julia,Clark,,Victoria,Port Townsend,Inbound
1859-08-04,Harriet,Coffin,,Victoria,Port Townsend,Inbound
1859-08-04,Jessie,Matherson,,Victoria,Port Townsend,Inbound
1859-08-04,Julia,Clark,,Victoria,Port Townsend,Inbound
1859-08-04,H. C. Page,Berry,,Victoria,Port Townsend,Inbound
1859-08-04,Leonede,Charles T. Allen,,Victoria,Port Townsend,Inbound
1859-08-05,Leonede,Charles T. Allen,,Port Townsend,Victoria,Outbound
1859-08-05,Harriet,Coffin,,Port Townsend,Victoria,Outbound
1859-08-06,P. J. Evans,Eva,,Port Townsend,Queensborough,Outbound
1859-08-07,D. M. Hall,O. S. Cabott,,San Francisco,Port Townsend,Inbound
1859-08-07,J. C. Caswell,Taylor,,Victoria,Port Townsend,Inbound
1859-08-07,Nevada,McNiel,,Victoria,Port Townsend,Inbound
1859-08-07,Speck,Carter,,Port Townsend,Victoria,Outbound
1859-08-07,J. C. Caswell,Taylor,,Port Townsend,Victoria,Outbound
1859-08-08,Hudener VII,Derothn/Derokin,,San Francisco,Port Townsend,Inbound
1859-08-08,Arab,Eldridge,,San Francisco,Port Townsend,Inbound
1859-08-08,Amelia,Thornton,,Port Townsend,Victoria,Outbound
1859-08-08,H. C. Page,Oberg,,Port Townsend,Victoria,Outbound
1859-08-09,Amelia,Thornton,,Victoria,Port Townsend,Inbound
1859-08-09,Harriet,Coffin,,Victoria,Port Townsend,Inbound
1859-08-09,Eclipse,E. Barrington,,Victoria,Port Townsend,Inbound
1859-08-09,C. S. Kidder,Stowell,,Port Townsend,Victoria,Outbound
1859-08-09,J. C. Caswell,Taylor,,Port Townsend,Victoria,Outbound
1859-08-09,Julia,Bushnell,,Port Townsend,Victoria,Outbound
1859-08-10,Speck,Lawson,,Victoria,Port Townsend,Inbound
1859-08-10,J. C. Caswell,Taylor,,Victoria,Port Townsend,Inbound
1859-08-10,Julia,Bushnell,,Victoria,Port Townsend,Inbound
1859-08-10,Casen,Sturges,,Port Townsend,Melbourne,Outbound
1859-08-10,Harriet,Coffin,,Port Townsend,Victoria,Outbound
1859-08-11,Nevada,McNeil,,Port Townsend,Victoria,Outbound
1859-08-12,Amelia,Thornton,,Victoria,Port Townsend,Inbound
1859-08-12,Mary,Putlan,,Port Townsend,Victoria,Outbound
1859-08-12,Julia,Bushnell,,Port Townsend,Victoria,Outbound
